term,Topic,Freq,Term
811,4,0.0759735221190928,volcanlapalma
811,5,0.043413441210910175,volcanlapalma
811,6,0.13024032363273053,volcanlapalma
811,7,0.10853360302727544,volcanlapalma
2754,1,0.12337648448279093,volcano
2754,2,0.1708289785146336,volcano
2754,3,0.1993004749337392,volcano
2754,4,0.0854144892573168,volcano
2754,5,0.09490498806368533,volcano
2754,6,0.2277719713528448,volcano
2754,7,0.09490498806368533,volcano
11614,3,0.833382557641513,volcanodiscover
1385,1,0.09079800627690902,volcanologico
1385,2,0.04539900313845451,volcanologico
1385,3,0.2723940188307271,volcanologico
1385,5,0.09079800627690902,volcanologico
1385,6,0.04539900313845451,volcanologico
1385,7,0.45399003138454513,volcanologico
1293,1,0.5263834952569889,vulcanologo
1293,2,0.03289896845356181,vulcanologo
1293,3,0.09869690536068541,vulcanologo
1293,4,0.06579793690712361,vulcanologo
1293,5,0.09869690536068541,vulcanologo
1293,7,0.16449484226780903,vulcanologo
6705,7,0.85559781075627,webcamsdemexico
2879,3,0.8332059712010346,yebra
551,1,0.2751959956746023,zona
551,2,0.09173199855820077,zona
551,3,0.06879899891865057,zona
551,4,0.12613149801752604,zona
551,5,0.09173199855820077,zona
551,6,0.24079649621527702,zona
551,7,0.11466499819775096,zona
